,id,abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units,__typename
1793,Q291cnNlVHlwZTo3NTg2,UGBA,168B,"Provides frameworks, knowledge, and sensitivities to formulate and implement marketing strategies for competing in the international arena. Regions and countries covered include the Americas, Europe, Japan, China, India, Russia, Africa, and Asia-Pacific. Issues covered include global versus local advertising, international pricing strategies, selecting and managing strategic international alliances and distribution channels, managing international brands and product lines through product life cycle, international retailing, and international marketing organization and control. ",International Marketing,3.598412698412698,A-,2,0.9649122807017544,55,57,3.0,CourseType
1794,Q291cnNlVHlwZToyMjE3OQ==,MCELLBI,279,"This course synthesizes conceptual and technical knowledge students gained throughout the Master of Biotechnology program, challenging them to tackle an internship project under the supervision of their internship mentor and instructor. Abstract concepts are grounded in real-world problems that students address as part of their internship. MCB279 develops students’ advanced research skills. They work with their mentor and the instructor to identify a question to address, devise a plan to interrogate it, and successfully execute their plan. The internship trains students to work collaboratively with others towards a shared mission and to think critically and creatively to apply their training to meet the needs of their host company or lab.",Master of Biotechnology Internship,-1.0,,0,1.0,16,16,4-8,CourseType
1795,Q291cnNlVHlwZTozNjg0,HISTORY,183A,"The history of medicine shows how societies have faced health crises in the past and how they have changed their approach to illness and disease over time. This class is a survey of the history of medicine in the U.S., focusing on changing concepts of disease, medical practices, institutions, patient experiences, and public health measures. In particular, the course examines how shifting ideas about gender, class, and race shaped experiences of illness and suffering, as well as medical knowledge and education. While the course focuses on the history of American medicine, it acknowledges that changes in the practice, theory, and education of medicine often do not occur in isolation but are part of global developments.","Disease, Health and Medicine in American History",3.6791666666666667,A-,3,0.97,97,100,4.0,CourseType
1796,Q291cnNlVHlwZTo0NjMz,MCELLBI,150,"Fundamentals of immunology with emphasis on biochemical and molecular approaches to study of the immune system and its application in medicine and biotechnology. Topics covered include description of the immune system, antibody and T-cell receptor structure and function, genes of the immunoglobulin superfamily, cells and molecular mediators that regulate the immune response, allergy, autoimmunity, immunodeficiency, tissue and organ transplants, and tumor immunology. ",Molecular Immunology,3.1349547998278093,B,3,0.9836956521739131,181,184,4.0,CourseType
1797,Q291cnNlVHlwZTo1NzUx,PB HLTH,241,"In this course, students will study biostatistical concepts and modeling relevant to the design and analysis of multifactor population-based cohort and case-control studies, including matching. Key topics include: measures of association, causal inference, confounding interaction, with modeling focusing on logistic regression. ",Intermediate Biostatistics for Public Health,3.732988505747126,A-,43,0.6928571428571428,97,140,4.0,CourseType
1798,Q291cnNlVHlwZToyMDgxMg==,NUSCTX,10S,"The course will center on how the body processes nutrients, as well as other components of diet such as water, alcohol, and plant constituents. We will explore how these processes can have a lasting effect on our health and behavior. Students will gain a general understanding of basic human nutrition, how key biological, physical, social and psychological factors affect how we eat.  The goal is that students gain sufficient knowledge to be able to make informed dietary choices based on individual nutritional needs, and to understand how these choices can have a long lasting impact on one's life. The lecture will be delivered in two modalities 1) In-person lectures 2) Lectures will be streamed and recorded for viewing later.",Introduction to Human Nutrition: Managing Life,3.605376972530683,A-,0,1.0,713,713,3.0,CourseType
1799,Q291cnNlVHlwZToyNDYx,EL ENG,223,Parameter and state estimation. System identification. Nonlinear filtering. Stochastic control. Adaptive control. ,Stochastic Systems: Estimation and Control,3.926086956521739,A,8,0.68,17,25,3.0,CourseType
1800,Q291cnNlVHlwZToxMDc5,UGBA,195A,"Whether you have an idea for a business right now, are interested in being an entrepreneur in the future, or want to build entrepreneurial skills to be an innovator at an established company, this course will cover the topics you need to know to succeed. The course takes students through the entire new venture process including how to: evaluate new business ideas, get customers to buy your product, validate that your business is scalable and profitable, pitch to investors/raise capital, scale and exit a business, and beyond. Through a group project, students create their own venture and learn by doing what entrepreneurs actually do. Each week students also get insights from successful entrepreneur/investor guest speakers.",Entrepreneurship,3.5139167862266856,A-,5,0.8958333333333334,43,48,3.0,CourseType
1801,Q291cnNlVHlwZToyMjg3,EDUC,298C,"Advanced group study in education. Topics vary from semester to semester. May consist of organized lectures or seminar discussions, related chiefly to the research area in which the group is working. ","Group Studies, Seminars, or Group Research--DCEMST",3.98310502283105,A,6,0.5,6,12,1-4,CourseType
1802,Q291cnNlVHlwZTo5MjQ1,SOCIOL,198BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",Berkeley Connect,-1.0,,29,0.7583333333333333,91,120,1.0,CourseType
1803,Q291cnNlVHlwZToxMzY5NA==,MUSIC,170,"A seminar for upper division music majors. Topics will change each semester but will always represent a fairly narrow focus on a single issue in the history, interpretation, or social meaning of music. The course provides students with an opportunity to go deeply into one subject, to discuss their ideas in a seminar setting, and to carry out a substantial independent research project. ","Topics in History, Culture, and Analysis",3.6490566037735848,A-,0,1.0,20,20,3.0,CourseType
1804,Q291cnNlVHlwZToxNTc4,COG SCI,131,"This course will provide advanced students in cognitive science and computer science with the skills to develop computational models of human cognition, giving insight into how people solve challenging computational problems, as well as how to bring computers closer to human performance. The course will explore three ways in which researchers have attempted to formalize cognition -- symbolic approaches, neural networks, and probability and statistics -- considering the strengths and weaknesses of each. ",Computational Models of Cognition,3.459870179457808,B+,0,1.0,183,180,4.0,CourseType
1805,Q291cnNlVHlwZToyMTkyMw==,GLOBAL,210E,"This course seeks to introduce Global Studies majors to the regions of Europe and Russia and its significance to the larger study of the globe. The course will be divided into three parts based on the three concentrations within the Global Studies major: Society and Culture, Development, Peace and Conflict. Each of these sections, examines key topics for understanding the region and its relationship to other parts of the globe.",Europe/Russia In Global Context,-1.0,,1,0.6666666666666666,2,3,3.0,CourseType
1806,Q291cnNlVHlwZTo1MTI1,MUSIC,198,Not to serve in lieu of regular courses of instruction. ,Group Special Study for Advanced Undergraduates,-1.0,,35,0.4166666666666667,25,60,1-4,CourseType
1807,Q291cnNlVHlwZToxMjQyMA==,NWMEDIA,C203,"Critical Making will operationalize and critique the practice of “making” through both foundational literature and hands on studio culture. As hybrid practitioners, students will develop fluency in readily collaging and incorporating a variety of physical materials and protocols into their practice. Students will envision and create future computational experiences that critically explore social and culturally relevant technological themes. No previous technical knowledge is required to take this course. Class projects involve basic programming, electronic circuitry, and digital fabrication design. Tutorials and instruction will be provided, but students will be expected to develop basic skills in these areas to complete course projects.",Critical Making,3.8770000000000007,A,0,1.0,36,22,4.0,CourseType
1808,Q291cnNlVHlwZToxMzAz,CHM ENG,176,"Principles and application of electrochemical equilibria, kinetics, and transport processes. Technical electrolysis and electrochemical energy conversion. ",Principles of Electrochemical Processes,3.440785498489426,B+,42,0.5,42,84,3.0,CourseType
1809,Q291cnNlVHlwZToxNDg4OA==,AFRICAM,H195,"African American Studies Honor’s Seminar centers on revising the senior thesis/project prepared in the Fall capstone course.  Each student will develop and follow an individual course of revision/reworking in consultations with an assigned AAS professor.  In addition, you will meet weekly during the semester with the Instructor of Record and GSI to make sure that you are progressing adequately.  The class time and classroom space is reserved for you to work as a cohort and in conjunction with the assigned GSI.  You will be responsible for meeting with your assigned advisor during office hours (or by appointment). ",Senior Honors Thesis,-1.0,,3,0.7,7,10,4.0,CourseType
1810,Q291cnNlVHlwZTo3OTE3,EECS,251LA,"This lab lays the foundation of modern digital design by first presenting the scripting and hardware description language base for specification of digital systems and interactions with tool flows. The labs are centered on a large design with the focus on rapid design space exploration. The lab exercises culminate with a project design, e.g. implementation of a 3-stage RISC-V processor with a register file and caches. The design is mapped to simulation and layout specification.",Introduction to Digital Design and Integrated Circuits Lab,3.909917355371901,A,2,0.3333333333333333,1,3,2.0,CourseType
1811,Q291cnNlVHlwZToxODA0,CHINESE,1A,The course is designed for students who are of non-Chinese origin and were not raised in a Chinese-speaking environment; or who are of Chinese origin but do not speak Chinese and whose parents do not speak Chinese. The course develops beginning learners’ functional language ability—the ability to use Mandarin Chinese in linguistically and culturally appropriate ways at the beginning level. It helps students acquire communicative competence in Chinese while sensitizing them to the links between language and culture. ,Elementary Chinese,3.569136807817591,A-,0,1.0,52,52,5.0,CourseType
1812,Q291cnNlVHlwZTo4MTkx,HEBREW,1B,"This course is the second semester of the elementary level of Modern Hebrew. The course
continues where Elementary Hebrew 1A left off and further cultivates students’ speaking,
reading, listening, and writing proficiencies in Modern Hebrew. It expands on vocabulary and expressions, allowing students to hold colloquial conversations and interactions. The course complements the first semester of elementary Hebrew and together the two semesters provide students with the foundational grammar and syntax of Modern Hebrew, preparing them toengage with Hebrew in routine contexts.",Elementary Hebrew,3.8461538461538467,A-,11,0.3888888888888889,7,18,5.0,CourseType
1813,Q291cnNlVHlwZTozNzM0,GPP,105,"This course is limited to declared Global Poverty and Practice minors. It is intended to provide Global Poverty and Practice minor students with the necessary background and knowledge to undertake projects and work experience of a global scope. Students will be exposed to a diversity of methodological frameworks, introduced to the basic skills needed to effectively participate in organizations, and to understand the ethics of global service and practice. Students will be required to complete a literature review and a major project proposal. ","The Ethics, Methods, and Pragmatics of Global Practice",3.587981330221704,A-,9,0.775,31,40,4.0,CourseType
1814,Q291cnNlVHlwZToyMTc0OA==,MPS,375,"  Mandatory for first time GSIs in Math, Physics,Astronomy, and EPS.  Topics include pedagogy theory, effective teaching methods, educational objectives, alternatives to standard classroom methods, reciprocal classroom visitations, and guided group discussions.  We will provide resources, tools, feedback for your teaching and readings on pedagogy in STEM. The discussion section will be devoted to discussions relevant to the department in which you are teaching and will also be used as a forum for you to share your struggles, successes, and experiences with your peers.",Professional Preparation: Supervised Teaching in Math and the Physical Sciences,-1.0,,-1,-1.0,-1,-1,2.0,CourseType
1815,Q291cnNlVHlwZTozMjg1,GERMAN,R5B,"This course offers a survey of modern German literary, cultural, and intellectual currents, as well as an introduction to argumentation and analysis. Students will examine numerous issues and questions central to defining the complexity of modern German culture. R5A satisfies the first half of the Reading and Composition requirement, and R5B satisfies the second half. ",Reading and Composition,3.6579900124843947,A-,0,1.0,51,51,4.0,CourseType
1816,Q291cnNlVHlwZToyMzI3,COMPSCI,70,"Logic, infinity, and induction; applications include undecidability and stable marriage problem. Modular arithmetic and GCDs; applications include primality testing and cryptography. Polynomials; examples include error correcting codes and interpolation. Probability including sample spaces, independence, random variables, law of large numbers; examples include load balancing, existence arguments, Bayesian inference. ",Discrete Mathematics and Probability Theory,3.099719413415215,B,15,0.9739130434782609,560,575,4.0,CourseType
1817,Q291cnNlVHlwZToyMTY4Mw==,NUSCTX,266,"Course addresses nutrition in the context of the community and population. It explores nutrition programs that serve various segments of the population and the relationships of these programs to nutrition policy at the local, national, and international levels. The course provides an opportunity for community assessment, program planning, implementation, and evaluation. The history, science, current issues and innovations involved in improving nutrition among various communities will be presented. Nutritional concerns, including food security and global health, will be discussed. This course is designed to prepare MNSD students for supervised practice internships and a career as a RDN.",Nutrition in the Community,3.9199999999999995,A,5,0.8,20,25,3.0,CourseType
1818,Q291cnNlVHlwZToyMDQ3,ECON,157,"An economic analysis of policies and institutions in the U.S. health care sector. Topics covered include the supply and demand for health services, conceptual and policy issues relating to the provision of health insurance, and economic analysis of efficient regulatory policies toward the health care sector. ",Health Economics,3.489790996784566,B+,0,1.0,225,225,4.0,CourseType
1819,Q291cnNlVHlwZTo4Njk4,MCELLBI,219B,Understanding the molecular basis and physiological role of translational regulation in gene expression with an emphasis on global profiling and functional genomics.,Regulation of Translation,-1.0,,13,0.13333333333333333,2,15,2.0,CourseType
1820,Q291cnNlVHlwZTo0NzYy,MCELLBI,269O,Microcircuitry of the cerebral cortex that underlies sensory processing and adaptive behavior. ,Research Review in Neurobiology: Neural Circuits for Sensory Processing and Behavior,-1.0,,15,0.0,0,15,2.0,CourseType
1821,Q291cnNlVHlwZTo0NjE2,MCELLBI,C114,"This course will provide a comparative overview of virus life cycles and strategies viruses use to infect and replicate in hosts. We will discuss virus structure and classification and the molecular basis of viral reproduction, evolution, assembly, and virus-host interactions. Common features used during virus replication and host cellular responses to infection will be covered. Topics also included are common and emerging virus diseases, their control, and factors affecting their spread.",Introduction to Comparative Virology,3.27040816326531,B+,0,1.0,118,118,4,CourseType
1822,Q291cnNlVHlwZToyMDUxMA==,ESPM,109E,"The course will provide the fundamentals of data science across all disciplines and put them into practice on a project relevant to Island Sustainability.  Exercises and group projects will hone oral, written, physical, and multimedia communication skills, with an emphasis on communicating for collaboration and outreach.  Professional and ethical behavior will be emphasized in the context of Island Sustainability. Instruction will be primarily related to lecture material but will also cover issues related to conducting fieldwork, interacting with local/host communities, etc. This course is one of five co-requisite courses (ESPM 109A-E) that make up the study abroad program in Island Sustainability taught off campus on Moorea.","Data Science, Communication and Professionalism",3.9052631578947374,A,6,0.7692307692307693,20,26,3.0,CourseType
1823,Q291cnNlVHlwZTo1MDIy,MAT SCI,601,Individual study for the comprehensive or language requirements in consultation with the field adviser. ,Individual Study for Master's Students,-1.0,,12,0.0,0,12,1-8,CourseType
1824,Q291cnNlVHlwZToxNTkw,COLWRIT,1,"This course is intended to serve as a course for students who are non-native speakers of English and who wish to work on their written English. The purpose of the course is to develop students' ability to edit their own writing and to identify high frequency non-idiomatic uses of English. Intensive, individualized practice will be provided for students from different language backgrounds. ",Grammar and Vocabulary of Written English,-1.0,,32,0.36,18,50,2.0,CourseType
1825,Q291cnNlVHlwZTo5MjA3,SCANDIN,160,Religious beliefs and practices during the Viking Age in Scandinavia and their manifestations in later recordings.  Readings and discussion in English.,Scandinavian Myth and Religion,3.5444444444444443,A-,0,1.0,60,60,4.0,CourseType
1826,Q291cnNlVHlwZTo1MjAx,NAV SCI,10,"Principles of design and operation of ships. Emphasis on description and analysis of major types of propulsion plants, both conventional and nuclear. Principles of thermodynamic cycles, electrical theory, power generation and distribution, auxiliary machinery systems. Ship construction, strength and stability in intact and damaged conditions. Factors and design criteria for seaworthiness, structural integrity, and operational employment. ",Naval Ship Systems I: Engineering Systems,3.777669902912621,A-,12,0.3333333333333333,6,18,3.0,CourseType
1827,Q291cnNlVHlwZToyMTE4NA==,DES INV,211,"This course is an intensive, project-based course that focuses on design of interactive artifacts that use emerging technologies. Students are led through a sequence of projects of varying lengths (from one week to three weeks). This serves as the first in a two part sequence of courses (with DES INV 212) intended to develop student skills in designing with technology as a material. Projects include both individual and team activities, with teams frequently changing in size and composition.",Designing Emerging Technologies I,3.8166666666666673,A-,3,0.9411764705882353,48,51,5.0,CourseType
1828,Q291cnNlVHlwZToyMTg4Mg==,PUB POL,240C,"This course covers intermediate quantitative methods for public policy analysis. The primary learning goals for the course are that students understand how to 1) implement and interpret linear regression; 2) distinguish correlation from causation; 3) code descriptive statistics, regressions, and data visualizations; and 4) engage in self-learning of additional methods depending on the student’s research interests. We will also learn, in a mostly conceptual way, about more advanced linear models and ‘quasi-experimental’ research design such that students leave the course as effective consumers of these methods.","Decision Analysis, Modeling, and Quantitative Methods",3.766666666666666,A-,2,0.9375,30,32,4.0,CourseType
1829,Q291cnNlVHlwZTo2ODA5,SOC WEL,112,"Analysis of social welfare policies and programs including public assistance, social insurance, social services, and health and mental health. ",Social Welfare Policy,3.3910559723023663,B+,11,0.78,39,50,3.0,CourseType
1830,Q291cnNlVHlwZToyMjE2NQ==,GWS,112,"This course will situate the politics of restricting abortion rights in the US within larger issues of politics, economy, society, and culture. The syllabus is constructed to interrogate how and why reproduction became a politicized issue. What the Reproductive Justice Movement is and how it is connected with a range of other social movements. How the history of slavery, settler colonialism, racism, eugenics, and pronatalism have influenced the fights over control of fertility in the US and what people are doing in other parts of the world to claim and protect reproductive autonomy. ",Reproductive Justice,-1.0,,7,0.8333333333333334,35,42,4.0,CourseType
1831,Q291cnNlVHlwZToxNDQ5MQ==,LEGALST,88,"We will explore how data are used in the criminal justice system by exploring the debates surrounding mass incarceration and evaluating a number of different data sources that bear on police practices, incarceration, and criminal justice reform. Students will be required to think critically about the debates regarding criminal justice in the US and to work with various public data sets to assess the extent to which these data confirm or deny specific policy narratives. Building on skills from Foundations of Data Science, students will be required to use basic data management skills working in Python: data cleaning, aggregation, merging and appending data sets, collapsing variables, summarizing findings, and presenting data visualizations.",Crime and Punishment: taking the measure of the US justice system,3.4511627906976745,B+,18,0.4,12,30,2.0,CourseType
1832,Q291cnNlVHlwZToxNjc5,CY PLAN,110,"Survey of city planning as it has evolved in the United States since 1800 in response to physical, social, and economic problems; major concepts and procedures used by city planners and local governments to improve the urban environment. ",Introduction to City Planning,3.4076652601969055,B+,14,0.8833333333333333,106,120,4.0,CourseType
1833,Q291cnNlVHlwZTo4NTc=,MBA,209F,"An introduction to business methods of analysis and terminology for nonbusiness graduate students. The course is taught in three five-week modules: (1) organizational behavior and management, (2) accounting and finance, and (3) marketing and strategy. ",Fundamentals of Business,3.5671848013816927,A-,46,0.39473684210526316,30,76,3.0,CourseType
1834,Q291cnNlVHlwZToxMjM5,CHEM,299,"Facilities are available to graduate students pursuing original investigations toward an advanced
degree in Chemistry or related fields at the University of California, Berkeley. Investigations may
include experiment, theory, data analysis, and dissemination of accomplishments or discoveries
in the form of oral and written presentations or manuscripts submitted for peer-reviewed
publication. Such work is done under the supervision and direction of a faculty member or their
designee.",Research for Graduate Students,3.9712373371924747,A,1472,0.21576984549813533,405,1877,1-9,CourseType
1835,Q291cnNlVHlwZToyMDc1OQ==,FRENCH,149,"Introduction to applied linguistics, for students planning to use their French in language teaching or related careers. In this course we will begin with a general account of the French language--its phonology, morphology, and syntax--and we will subsequently consider specific issues in the learning and teaching of French. We will also examine a variety of commonly used foreign language teaching methods. ",Second Language Acquisition in French,3.342857142857143,B+,14,0.44,11,25,4.0,CourseType
1836,Q291cnNlVHlwZToyMTg3OA==,DEVP,230,"Delve into the triumphs of public policy in the Global South, with a primary emphasis on Latin America. Uncover stories of social welfare programs that lifted millions from poverty, criminal justice reforms that curbed human rights abuses, and transformative voting technologies. Assess the effectiveness of these policies, and explore the political dynamics that facilitated their success. By the end, you'll gain insights into the symbiotic relationship between good policy and good politics in the Global South.",Politics of Policy Success,3.9625,A,12,0.6,18,30,4.0,CourseType
1837,Q291cnNlVHlwZToxNzgy,DEMOG,602,"Individual study in consultation with the major field adviser, intended to provide an opportunity for qualified students to prepare themselves for the various examinations required of candidates for the Ph.D. ",Individual Study for Doctoral Students,-1.0,,29,0.09375,3,32,1-8,CourseType
1838,Q291cnNlVHlwZToyMTIzNg==,ENGIN,238C,"Optimization is a fascinating topic that ﬁnds applications across a wide array of disciplines, including ﬁnance, energy, data science, physical sciences, public policy, social science, and more. After completing the course, students will have an entirely new perspective on designing systems using mathematical optimization. Speciﬁcally, this course provides students with an introduction to mathematical optimization from the point-of-view of data science applications,
e.g. mobility, energy, ﬁnance. Foundational concepts include optimization formulations, linear programming, quadratic programming, convex optimization, and machine learning.
",Optimization of Engineering Systems,-1.0,,0,1.0,30,30,1.0,CourseType
1839,Q291cnNlVHlwZTo4NjU0,MATH,98BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",Berkeley Connect,-1.0,,8,0.8,32,40,1.0,CourseType
1840,Q291cnNlVHlwZTo1MDI0,MUSIC,R1B,"This course aims to help students improve their writing skills, taking a particular type of music as its central material. The goal of the course is to help students prepare for academic writing, develop analytical skills appropriate to the subject matter, and receive an introduction to college-level research papers. Depending on the topic the course may include a section of one to two hours for further listening to musical examples in a group setting. ",Reading and Writing about  Music,3.6312769010043042,A-,0,1.0,90,90,4.0,CourseType
1841,Q291cnNlVHlwZTo1Nzc=,AST,C210,"This course will explore modern developments in the physics and applications of soft x-rays. It begins with a review of electromagnetic radiation at short wavelengths including dipole radiation, scattering and refractive index, using a semi-classical atomic model. Subject matter will include the generation of x-rays with laboratory tubes, synchrotron radiation, laser-plasma sources, x-ray lasers, and black body radiation. Concepts of spatial and temporal coherence will be discussed.",Soft X-rays and Extreme Ultraviolet Radiation,3.98636363636364,A,5,0.75,15,20,3,CourseType
1842,Q291cnNlVHlwZTo3MTA4,STAT,C206B,"The topics of this course change each semester, and multiple sections may be offered. Advanced topics in probability offered according to students demand and faculty availability. ",Advanced Topics in Probability and Stochastic Processes,3.948387096774194,A,0,1.0,10,10,3.0,CourseType
1843,Q291cnNlVHlwZToxODE0Nw==,LEGALST,165,"How do people and communities envision and enact justice in response to state-sponsored and state-sanctioned violence? How have TRCs (Truth and Reconciliation Commissions) and analogous approaches taken shape in the U.S., in response to state-sponsored violence, including “legal violence”? With South Africa’s TRC as a foundational model, this course will examine an array of community-based strategies for surfacing truths about historical harms, pursuing accountability through apologies and reparations, and restoring relationships, communities, artifacts, and lands. We will address the challenges when establishing official commissions, reaching out to communities, and following through with recommendations. ","Truth, Justice & Reconciliation",3.630769230769231,A-,1,0.9666666666666667,29,30,4.0,CourseType
1844,Q291cnNlVHlwZToyMjE4OQ==,DEV ENG,601,"In consultation with the graduate advisor, DevEng 601 revolves around investigations of advanced problems in Development Engineering, where the subject material and tasks will be worked out between the instructor and a student working on the same topic. It is an opportunity for students to work in lab settings with faculty on topics and research relevant to both. Units may not be used to meet either unit or residence requirements.",Individual Study for Master's Students,-1.0,,5,0.0,0,5,1-12,CourseType
1845,Q291cnNlVHlwZTo2Mjc4,PSYCH,C126,"An introduction to principal theoretical constructs and experimental procedures in visual and auditory perception. Topics will include psychophysics; perception of color, space, shape, and motion; pattern recognition and perceptual attention. ",Perception,2.937901861252115,B,1,0.9924242424242424,131,132,3.0,CourseType
1846,Q291cnNlVHlwZTo1MTY0,NATAMST,R1B,"Course examines Native American written and oral traditions in historical and cultural contexts. Emphasis on literary interpretation and creative and analytical writing, so that students increasingly write from positions of strength. Satisfies the second half of the Reading and Composition requirement. ",Native American Studies Reading and Composition,3.621541501976285,A-,7,0.5882352941176471,10,17,4.0,CourseType
1847,Q291cnNlVHlwZToxMjAwNQ==,POL SCI,140L,See department web site for specific course offerings. ,Selected Topics in Comparative Politics,3.2643617021276596,B+,0,1.0,53,53,4.0,CourseType
1848,Q291cnNlVHlwZTo3NzYy,CMPBIO,198BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate. Course may be repeated.
",Berkeley Connect in Computational Biology,-1.0,,0,1.0,20,20,1.0,CourseType
1849,Q291cnNlVHlwZToxNDA0OQ==,GEOG,161,"Maps are important tools for our daily activities and spatial imaginaries; however, the ways in which official and dominant Western maps organized the information about the world occludes other ways of knowing territories. How are these “other” geographies represented? How are maps re-designed and appropriated to visualize different spatialities? In this course, students will be introduced to key themes and design practices in social cartography in Latin America. These reflect on collective or individual mapping practices to represent and increase the visibility of social issues and ways of knowing and being in this region. Previous knowledge of maps not required.",Rethinking Latin American Geographies Through Social Mapping,-1.0,,14,0.72,36,50,4.0,CourseType
1850,Q291cnNlVHlwZToyNTcx,ENGIN,198,Group study of selected topics. ,Directed Group Studies for Advanced Undergraduates,-1.0,,94,0.010526315789473684,1,95,1-4,CourseType
1851,Q291cnNlVHlwZTo4OTQ0,PHYSICS,98BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",Berkeley Connect,-1.0,,12,0.4,8,20,1.0,CourseType
1852,Q291cnNlVHlwZTo0OTYx,MIL SCI,3,"This course overviews leadership fundamentals such as setting direction, problem-solving, listening, presenting briefings, providing feedback, and using effective writing skills. Students will explore dimensions of leadership attributes and core leader competencies in the context of practical, hands-on, and interactive exercises. ",Introduction to the Profession of Arms,3.7457746478873255,A-,36,0.0,0,36,1.0,CourseType
1853,Q291cnNlVHlwZTozMzcz,GERMAN,602,Independent study in consultation with graduate adviser to provide an opportunity for Ph.D. students to prepare for the qualifying examination. ,Individual Study for Doctoral Students,-1.0,,4,0.2,1,5,1-8,CourseType
1854,Q291cnNlVHlwZTo1OTYy,PHYSICS,211,Foundations of statistical physics. Ensemble theory. Degenerate systems. Systems of interacting particles. ,Equilibrium Statistical Physics,3.62366737739872,A-,12,0.8,48,60,4.0,CourseType
1855,Q291cnNlVHlwZToxNDYyNA==,PB HLTH,W226C,This 3-unit online course will explore the economics evidence base and tools for evaluating economic factors and interventions that shape the health of populations. The course will include a substantial economic evaluation module to teach cost-effectiveness analysis tools.,Economics of Population Health,3.5903930131004373,A-,1,0.9714285714285714,34,35,3.0,CourseType
1856,Q291cnNlVHlwZTo2MDM5,PLANTBI,200E,"The aim of this course is to augment the student's knowledge of key plant-specific (or particularly relevant) biochemical processes focusing on the underlying experiments used to deduce key cycles coupled with current areas of exploration and debate surrounding a given topic area. In addition, this section will broaden and deepen the student's knowledge of biochemistry in general including basic enzyme kinetics, assessment of enzymatic (biochemical) function, and modes of regulation. ",Plant Biochemistry,3.9555555555555553,A,26,0.2571428571428571,9,35,1.5,CourseType
1857,Q291cnNlVHlwZToxNDk4MQ==,BURMESE,100B,"At the end of Intermediate Burmese (100A, 100B), non-native students will be able to speak Burmese using basic sentence structures, conjunctions, and modifiers to discuss a history, literature, music, and current events. They will also be able to read and write simple literary-style paragraphs describing daily activities, food, travel, family life, home life, and pop culture.",Intermediate Burmese,-1.0,,16,0.058823529411764705,1,17,5.0,CourseType
1858,Q291cnNlVHlwZToyMjE3NA==,POL SCI,138J,"In this course, we will think critically about the history of clothing in the world, how choices about clothing have shaped political, economic, and social outcomes across the world, and how the choices we make every day when we get dressed relate to the broader world around us. In doing so, we will explore the role(s) of clothing in global history, the history of industrialization, the political uses of clothing, and current interactions between the political economy of fashion and the environment. Students should come to the course ready to engage critically with their everyday decisions and the wider implications of these choices. ", The Politics of What We Wear,-1.0,,0,1.0,54,54,4.0,CourseType
1859,Q291cnNlVHlwZToxNDEx,CIV ENG,222,"Approximation theory for analysis of deformation and stress in solids. Finite element formulations for frame, plane stress/strain, axisymmetric, torsion, and three-dimensional elastic problems. The isoparametric formulation and implementation. Plate and shell elements. Finite element modeling of structural systems. ",Finite Element Methods,3.6051401869158877,A-,18,0.55,22,40,3.0,CourseType
1860,Q291cnNlVHlwZToxMjk0Mg==,THEATER,148,"This course is an introduction to the foundational principles of movement improvisation. Through guided movement exercises and experiences, readings, discussions, observations, and journaling students will broaden their ability to move expressively and in the moment. They will learn skills that explore concepts of time, space, energy, shape and dynamics. The course will develop students’ choreographic tools and performance abilities, and it will challenge students to take creative risks. The readings will allow for critical and historical understandings of dance improvisation and how improvisation has impacted choreographic trends.
",Movement Improvisation,3.8637755102040816,A,0,1.0,30,30,3.0,CourseType
1861,Q291cnNlVHlwZTo2OTY2,SOCIOL,H190B,Intensive study of individual topic to provide background for honors thesis which is completed during the second semester of the sequence. Group and individual conferences. ,Senior Honors Thesis and Seminar,3.9962500000000003,A,0,-1.0,19,0,5.0,CourseType
